Date,Sales,Promo,SchoolHoliday,StateHolidayFlag,Open,Promo2,CompetitionDistance
2013-01-01,97235,0.0,1,1,0.01526032315978456,0.5125673249551167,5409.73897389739
2013-01-02,6949829,0.0,1,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-01-03,6347820,0.0,1,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-01-04,6638954,0.0,1,0,0.9937219730941704,0.5121076233183857,5404.901079136691
2013-01-05,5951593,0.0,1,0,0.9928251121076234,0.5121076233183857,5404.901079136691
2013-01-06,143904,0.0,1,1,0.017040358744394617,0.5121076233183857,5404.901079136691
2013-01-07,10826848,1.0,1,0,0.9919282511210762,0.5121076233183857,5404.901079136691
2013-01-08,8749437,1.0,1,0,0.9910313901345291,0.5121076233183857,5404.901079136691
2013-01-09,7746603,1.0,1,0,0.9910313901345291,0.5121076233183857,5404.901079136691
2013-01-10,7751485,1.0,1,0,0.9910313901345291,0.5121076233183857,5404.901079136691
2013-01-11,8039306,1.0,1,0,0.9910313901345291,0.5121076233183857,5404.901079136691
2013-01-12,6017491,0.0,0,0,0.9910313901345291,0.5121076233183857,5404.901079136691
2013-01-13,144052,0.0,0,0,0.016143497757847534,0.5121076233183857,5404.901079136691
2013-01-14,5886788,0.0,0,0,0.9910313901345291,0.5121076233183857,5404.901079136691
2013-01-15,5512591,0.0,0,0,0.9910313901345291,0.5121076233183857,5404.901079136691
2013-01-16,5293020,0.0,0,0,0.9910313901345291,0.5121076233183857,5404.901079136691
2013-01-17,5386564,0.0,0,0,0.9928251121076234,0.5121076233183857,5404.901079136691
2013-01-18,6137010,0.0,0,0,0.9919282511210762,0.5121076233183857,5404.901079136691
2013-01-19,6010192,0.0,0,0,0.9928251121076234,0.5121076233183857,5404.901079136691
2013-01-20,151600,0.0,0,0,0.017040358744394617,0.5121076233183857,5404.901079136691
2013-01-21,8761074,1.0,0,0,0.9928251121076234,0.5121076233183857,5404.901079136691
2013-01-22,8320289,1.0,0,0,0.9928251121076234,0.5121076233183857,5404.901079136691
2013-01-23,7746563,1.0,0,0,0.9928251121076234,0.5121076233183857,5404.901079136691
2013-01-24,7439836,1.0,0,0,0.9937219730941704,0.5121076233183857,5404.901079136691
2013-01-25,7780789,1.0,0,0,0.9937219730941704,0.5121076233183857,5404.901079136691
2013-01-26,5848770,0.0,0,0,0.9937219730941704,0.5121076233183857,5404.901079136691
2013-01-27,142848,0.0,0,0,0.017937219730941704,0.5121076233183857,5404.901079136691
2013-01-28,5878702,0.0,0,0,0.9928251121076234,0.5121076233183857,5404.901079136691
2013-01-29,5452668,0.0,0,0,0.9928251121076234,0.5121076233183857,5404.901079136691
2013-01-30,5909779,0.0,0,0,0.9937219730941704,0.5121076233183857,5404.901079136691
2013-01-31,7068567,0.0,1,0,0.9937219730941704,0.5121076233183857,5404.901079136691
2013-02-01,7203007,0.0,1,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-02-02,6781741,0.0,0,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-02-03,171565,0.0,0,0,0.017040358744394617,0.5121076233183857,5404.901079136691
2013-02-04,10333651,1.0,1,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-02-05,8841604,1.0,1,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-02-06,8094803,1.0,1,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-02-07,7430076,1.0,1,0,0.9937219730941704,0.5121076233183857,5404.901079136691
2013-02-08,7968566,1.0,1,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-02-09,6161019,0.0,0,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-02-10,172564,0.0,0,0,0.016143497757847534,0.5121076233183857,5404.901079136691
2013-02-11,5517060,0.0,1,0,0.9650224215246637,0.5121076233183857,5404.901079136691
2013-02-12,5563503,0.0,1,0,0.9919282511210762,0.5121076233183857,5404.901079136691
2013-02-13,6175147,0.0,1,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-02-14,6422292,0.0,1,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-02-15,6255053,0.0,1,0,0.9955156950672646,0.5121076233183857,5404.901079136691
2013-02-16,6162142,0.0,0,0,0.9955156950672646,0.5121076233183857,5404.901079136691
2013-02-17,174467,0.0,0,0,0.017040358744394617,0.5121076233183857,5404.901079136691
2013-02-18,10703641,1.0,1,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-02-19,7988672,1.0,1,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-02-20,7759768,1.0,1,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-02-21,7611880,1.0,1,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-02-22,7840974,1.0,1,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-02-23,5637945,0.0,0,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-02-24,159057,0.0,0,0,0.017937219730941704,0.5121076233183857,5404.901079136691
2013-02-25,5615365,0.0,0,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-02-26,5671238,0.0,0,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-02-27,6008503,0.0,0,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-02-28,7108972,0.0,0,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-03-01,7244231,0.0,0,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-03-02,6779350,0.0,0,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-03-03,195229,0.0,0,0,0.01883408071748879,0.5121076233183857,5404.901079136691
2013-03-04,11072682,1.0,1,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-03-05,8943536,1.0,1,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-03-06,8062941,1.0,1,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-03-07,7981811,1.0,1,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-03-08,8118153,1.0,1,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-03-09,6061383,0.0,0,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-03-10,164917,0.0,0,0,0.01883408071748879,0.5121076233183857,5404.901079136691
2013-03-11,6194538,0.0,1,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-03-12,5338418,0.0,1,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-03-13,5830737,0.0,1,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-03-14,6098093,0.0,1,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-03-15,6783348,0.0,1,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-03-16,6459058,0.0,0,0,0.9955156950672646,0.5121076233183857,5404.901079136691
2013-03-17,193072,0.0,0,0,0.021524663677130046,0.5121076233183857,5404.901079136691
2013-03-18,10078195,1.0,1,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-03-19,8528292,1.0,1,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-03-20,7728892,1.0,1,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-03-21,7897067,1.0,1,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-03-22,8245992,1.0,1,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-03-23,6337911,0.0,1,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-03-24,191036,0.0,1,0,0.025112107623318385,0.5121076233183857,5404.901079136691
2013-03-25,10482556,1.0,1,0,0.9955156950672646,0.5121076233183857,5404.901079136691
2013-03-26,9305505,1.0,1,0,0.9955156950672646,0.5121076233183857,5404.901079136691
2013-03-27,9674698,1.0,1,0,0.9955156950672646,0.5121076233183857,5404.901079136691
2013-03-28,11417987,1.0,1,0,0.9955156950672646,0.5121076233183857,5404.901079136691
2013-03-29,213921,1.0,1,1,0.014349775784753363,0.5121076233183857,5404.901079136691
2013-03-30,9380402,0.0,0,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-03-31,176418,0.0,0,0,0.026905829596412557,0.5121076233183857,5404.901079136691
2013-04-01,241076,0.0,1,1,0.02780269058295964,0.5121076233183857,5404.901079136691
2013-04-02,7362049,0.0,1,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-04-03,6406442,0.0,1,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-04-04,6496112,0.0,1,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-04-05,6622062,0.0,1,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-04-06,6171054,0.0,0,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-04-07,189097,0.0,0,0,0.02780269058295964,0.5121076233183857,5404.901079136691
2013-04-08,10115602,1.0,1,0,0.9937219730941704,0.5121076233183857,5404.901079136691
2013-04-09,8418477,1.0,1,0,0.9937219730941704,0.5121076233183857,5404.901079136691
2013-04-10,7698779,1.0,0,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-04-11,7580421,1.0,0,0,0.9937219730941704,0.5121076233183857,5404.901079136691
2013-04-12,8056347,1.0,0,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-04-13,6024315,0.0,0,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-04-14,182641,0.0,0,0,0.02780269058295964,0.5121076233183857,5404.901079136691
2013-04-15,5711125,0.0,0,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-04-16,5668517,0.0,0,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-04-17,5556697,0.0,0,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-04-18,5726233,0.0,0,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-04-19,6349901,0.0,0,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-04-20,6006147,0.0,0,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-04-21,188406,0.0,0,0,0.026905829596412557,0.5121076233183857,5404.901079136691
2013-04-22,9542000,1.0,0,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-04-23,8047511,1.0,0,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-04-24,7177730,1.0,0,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-04-25,7121467,1.0,0,0,0.9955156950672646,0.5121076233183857,5404.901079136691
2013-04-26,7652433,1.0,0,0,0.9955156950672646,0.5121076233183857,5404.901079136691
2013-04-27,6308284,0.0,0,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-04-28,205232,0.0,0,0,0.02780269058295964,0.5121076233183857,5404.901079136691
2013-04-29,10040182,1.0,0,0,0.9955156950672646,0.5121076233183857,5404.901079136691
2013-04-30,10565093,1.0,0,0,0.9955156950672646,0.5121076233183857,5404.901079136691
2013-05-01,200972,1.0,0,1,0.016143497757847534,0.5121076233183857,5404.901079136691
2013-05-02,9884371,1.0,1,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-05-03,8967338,1.0,1,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-05-04,6487719,0.0,0,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-05-05,200337,0.0,0,0,0.028699551569506727,0.5121076233183857,5404.901079136691
2013-05-06,6884920,0.0,1,0,0.9955156950672646,0.5121076233183857,5404.901079136691
2013-05-07,6697752,0.0,1,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-05-08,7693180,0.0,1,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-05-09,233215,0.0,1,1,0.026905829596412557,0.5121076233183857,5404.901079136691
2013-05-10,8481406,0.0,1,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-05-11,6658662,0.0,0,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-05-12,215592,0.0,0,0,0.02780269058295964,0.5121076233183857,5404.901079136691
2013-05-13,9826496,1.0,1,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-05-14,8662237,1.0,1,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-05-15,7767784,1.0,1,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-05-16,7884887,1.0,1,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-05-17,8225841,1.0,1,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-05-18,6410461,0.0,0,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-05-19,226808,0.0,0,0,0.02780269058295964,0.5121076233183857,5404.901079136691
2013-05-20,253936,0.0,1,1,0.029596412556053813,0.5121076233183857,5404.901079136691
2013-05-21,7204456,0.0,1,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-05-22,6085235,0.0,1,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-05-23,6209485,0.0,1,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-05-24,6483138,0.0,1,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-05-25,5806559,0.0,0,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-05-26,201681,0.0,0,0,0.02780269058295964,0.5121076233183857,5404.901079136691
2013-05-27,9944524,1.0,1,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-05-28,8390312,1.0,1,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-05-29,8885059,1.0,1,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-05-30,3422824,1.0,1,1,0.3847533632286996,0.5121076233183857,5404.901079136691
2013-05-31,10913876,1.0,1,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-06-01,6907750,0.0,0,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-06-02,238144,0.0,0,0,0.028699551569506727,0.5121076233183857,5404.901079136691
2013-06-03,10144989,1.0,0,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-06-04,8526834,1.0,0,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-06-05,7683188,1.0,0,0,0.9955156950672646,0.5121076233183857,5404.901079136691
2013-06-06,7646668,1.0,0,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-06-07,7967656,1.0,0,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-06-08,5993792,0.0,0,0,0.9955156950672646,0.5121076233183857,5404.901079136691
2013-06-09,226250,0.0,0,0,0.02780269058295964,0.5121076233183857,5404.901079136691
2013-06-10,6667460,0.0,0,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-06-11,6201425,0.0,0,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-06-12,5961024,0.0,0,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-06-13,6044207,0.0,0,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-06-14,6887448,0.0,0,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-06-15,6144832,0.0,0,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-06-16,225065,0.0,0,0,0.02780269058295964,0.5121076233183857,5404.901079136691
2013-06-17,10191372,1.0,0,0,0.9982062780269059,0.5121076233183857,5404.901079136691
2013-06-18,8100286,1.0,0,0,0.9982062780269059,0.5121076233183857,5404.901079136691
2013-06-19,7243757,1.0,1,0,0.9982062780269059,0.5121076233183857,5404.901079136691
2013-06-20,7353311,1.0,1,0,0.9982062780269059,0.5121076233183857,5404.901079136691
2013-06-21,8406280,1.0,1,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-06-22,6189413,0.0,0,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-06-23,224608,0.0,0,0,0.02780269058295964,0.5121076233183857,5404.901079136691
2013-06-24,6511212,0.0,1,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-06-25,5827831,0.0,1,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-06-26,6028195,0.0,1,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-06-27,6372971,0.0,1,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-06-28,7625077,0.0,1,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-06-29,6909121,0.0,0,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-06-30,252185,0.0,0,0,0.02780269058295964,0.5121076233183857,5404.901079136691
2013-07-01,10750990,1.0,1,0,0.9955156950672646,0.5121076233183857,5404.901079136691
2013-07-02,8936605,1.0,1,0,0.9955156950672646,0.5121076233183857,5404.901079136691
2013-07-03,8416942,1.0,1,0,0.9955156950672646,0.5121076233183857,5404.901079136691
2013-07-04,8458325,1.0,1,0,0.9946188340807175,0.5121076233183857,5404.901079136691
2013-07-05,8384512,1.0,1,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-07-06,5927036,0.0,1,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-07-07,234369,0.0,1,0,0.028699551569506727,0.5121076233183857,5404.901079136691
2013-07-08,6652999,0.0,1,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-07-09,6157174,0.0,1,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-07-10,6248496,0.0,1,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-07-11,6483182,0.0,1,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-07-12,6699439,0.0,1,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-07-13,5987351,0.0,1,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-07-14,253582,0.0,1,0,0.028699551569506727,0.5121076233183857,5404.901079136691
2013-07-15,11484803,1.0,1,0,0.9982062780269059,0.5121076233183857,5404.901079136691
2013-07-16,9157994,1.0,1,0,0.9982062780269059,0.5121076233183857,5404.901079136691
2013-07-17,8269168,1.0,1,0,0.9982062780269059,0.5121076233183857,5404.901079136691
2013-07-18,8092686,1.0,1,0,0.9982062780269059,0.5121076233183857,5404.901079136691
2013-07-19,8376476,1.0,1,0,0.9991031390134529,0.5121076233183857,5404.901079136691
2013-07-20,5941848,0.0,1,0,0.9991031390134529,0.5121076233183857,5404.901079136691
2013-07-21,235211,0.0,1,0,0.028699551569506727,0.5121076233183857,5404.901079136691
2013-07-22,6285621,0.0,1,0,0.9991031390134529,0.5121076233183857,5404.901079136691
2013-07-23,5767497,0.0,1,0,0.9991031390134529,0.5121076233183857,5404.901079136691
2013-07-24,5966755,0.0,1,0,0.9991031390134529,0.5121076233183857,5404.901079136691
2013-07-25,6065761,0.0,1,0,0.9991031390134529,0.5121076233183857,5404.901079136691
2013-07-26,6270667,0.0,1,0,0.9991031390134529,0.5121076233183857,5404.901079136691
2013-07-27,5448670,0.0,1,0,0.9991031390134529,0.5121076233183857,5404.901079136691
2013-07-28,232442,0.0,1,0,0.028699551569506727,0.5121076233183857,5404.901079136691
2013-07-29,11299276,1.0,1,0,0.9991031390134529,0.5121076233183857,5404.901079136691
